chunk_id;content;summary;chunk_type;filename;page_number
86b0cdd09a6eadd8c957303978d42afa;Profile Min. Max. Min. Max. Channel 3 x 4,1 3”x 1,41” C12 x 30” 12”x 3,7 “ UNP 50 50 x 25 mm UNP 280 280 x 95 mm Tube (RHS/SHS) max.ratio RHS is 1:2 1” x 1” 8” x 8” 25 x 25 mm 200 x 200 mm Pipe (CHS) Ø 1” Ø 10” Ø 25 mm Ø 250 mm (unequal) Angle 1” 8” 25 mm 200 mm Flat bar min. wall thickness 10mm 2”x 8/16” 8 x1” 50 x 10 mm 280 x 20 mm Material in Mild steel only Rusty/dirty flat bars can cause damage to the machine and thus are not allowed. Max. outfeed length for pipe and tube (RHS/SHS)) is 8ft/.2.500mm In case outfeed length of Channels, Angles, or flats exceeds 2.500mm / 8 ft, a non-driven support conveyor is to be installed (customer supply);"The table from the Roborail machine manual outlines various specifications for materials that the machine can process, including sizes and types of profiles. Here’s a summary of the key information:

1. **Profiles and Sizes:**
   - **Channel:** Dimensions range from 3""x 4.1"" to 12""x 3.7"".
   - **UNP:** 
     - UNP 50: 50 mm x 25 mm
     - UNP 280: 280 mm x 95 mm
   - **Tube (RHS/SHS):**
     - Minimum: 1""x 1"" (25 mm x 25 mm)
     - Maximum: 8""x 8"" (200 mm x 200 mm) with a maximum ratio of 1:2.
   - **Pipe (CHS):**
     - Diameter range: Ø 1"" to Ø 10"" (25 mm to 250 mm).
   - **Angle:**";table;Operators manual_RoboRail V2.2_170424.pdf;27
abe6724f534822b52023a573a9456a5a;"Clamp your profiles using the appropriate accessories for the front chuck and rear chuck (trolley) mounted in the correct position. Tube and box sections can be clamped from the inside or from the outside.

Operation conveyor mode check

When cutting angle, channel, flatbar you must cut in conveyor mode. When preparing the machine, a check will be performed on the loaded file. If it is one of these materials, the machine checks if the conveyor mode plate is present and if the outfeed table is at its highest position.

If it is not, the machine will ask to place the plate and to raise the table.

When loading a file with tube/square tube, the check will ask you to remove the plate and send the table down.

If you raise the table itself again with a tube/square tube and then go to cut a larger profile, the table will be sent down again so that you can't bump into the table with the material.

Possible Jaw Moun�ng Posi�ons on the Rear Chuck or trolley:

Page 27/62

version 2.1 | 24-4-2024

  

Page 28/62

RoboRail Operator’s manual

version 2.1 | 24-4-2024

  

Front chuck accessories

Conveyor mode plate

Rear chuck (trolley) accessories

Standard jaws (A)

Fixed jaw

Page 29/62

RoboRail Operator’s manual

Jaw adapter

Second jaws (B)

Jaw extended insert A

version 2.1 | 24-4-2024

  

Jaw extended insert C

Jaw extension block

Page 30/62

RoboRail Operator’s manual

L-jaws

version 2.1 | 24-4-2024

  

RoboRail Operator’s manual";I apologize, but I am unable to view images directly. However, if you describe the image or provide key features or components present in the image, I would be happy to help you identify and explain the key elements based on your description!;compositeelement;Operators manual_RoboRail V2.2_170424.pdf;27
4928483996c021087feb755819609827;Front chuck Range Ø mm 25 – 140 102 – 232 200 – 250 Range Ø “ 1– 5,51 4– 9,13 7,87– 9,84 Jaws Normal jaws, posi�on 1 Normal jaws, posi�on 2 Normal jaws, posi�on 3;"The table from the Roborail machine manual details the specifications for the front chuck, listing three different diameter ranges for the chuck's operation:

1. **Range Ø mm**: 
   - Position 1: 25 – 140 mm
   - Position 2: 102 – 232 mm
   - Position 3: 200 – 250 mm

2. **Range Ø “** (in inches):
   - Position 1: 1 – 5.51”
   - Position 2: 4 – 9.13”
   - Position 3: 7.87 – 9.84”

3. **Jaws**: 
   - Each position utilizes normal jaws designated for that specific size range.

This information indicates the sizes of materials that the machine can accommodate with its different jaw settings.";table;Operators manual_RoboRail V2.2_170424.pdf;31
a4bcf093698522a0246793053eacf761;Trolley/ rear chuck (>> serial number 1930) Jaws Range Ø mm Standard jaws (A), posi�on 1 (clamp outside) 25 – 117 Standard jaws (A), posi�on 2 (clamp outside) 52 – 156 Standard jaws (A), posi�on 1 (clamp inside) 172 – 250 Standard jaws (A), posi�on 2 (clamp inside) 220 – 250 Second jaws (B), posi�on 1 42 – 145 Second jaws (B), posi�on 2 82 – 185 Second jaws (B), posi�on 3 125 – 225;"The table provides specifications for the jaws of a Roborail machine's trolley/rear chuck, applicable for serial numbers above 1930. It includes the following jaw configurations:

1. **Standard Jaws (A)**:
   - Position 1 (Clamp Outside): Ø 25 – 117 mm
   - Position 2 (Clamp Outside): Ø 52 – 156 mm
   - Position 1 (Clamp Inside): Ø 172 – 250 mm
   - Position 2 (Clamp Inside): Ø 220 – 250 mm

2. **Second Jaws (B)**:
   - Position 1: Ø 42 – 145 mm
   - Position 2: Ø 82 – 185 mm
   - Position 3: Ø 125 – 225 mm

This outlines the clamping range for both the standard and second jaws in varying positions.";table;Operators manual_RoboRail V2.2_170424.pdf;31
bbfcbe911498ed79bb7f1138136ee960;Trolley/rear chuck (serial number 1930 >>) Range Ø mm 25– 104 104– 195 130– 222 222– 250 36– 114 114– 210 Range Ø “ 1–4.09 4.09–7,67 5,11–8,74 8,74–9,84 1,41–4,48 4,48–8,26 Bekken Standard jaws (A), posi�on 1 (clamp outside) Standard jaws (A), posi�on 2 (clamp outside) Standard jaws (A), posi�on 1 (clamp inside) Standard jaws (A), posi�on 2 (clamp inside) Second jaws (B), posi�on 1 Second jaws (B), posi�on 2;"The table from the Roborail machine manual provides information on the ranges of the trolley/rear chuck (serial number 1930 and above) for different configurations and jaw positions. The ranges indicate the diameter (Ø) capabilities for clamping various workpieces. Below are the specified ranges in both millimeters and inches:

- **Range Ø mm**:
  - 25–104 mm
  - 104–195 mm
  - 130–222 mm
  - 222–250 mm
  - 36–114 mm
  - 114–210 mm

- **Range Ø inches**:
  - 1–4.09""
  - 4.09–7.67""
  - 5.11–8.74""
  - 8.74–9.84""
  - 1.41–4.48""
  - 4.48–8.26""

Additionally, it specifies the different configurations related to jaw";table;Operators manual_RoboRail V2.2_170424.pdf;31
23d36d6147397e512fcb43fc55686d31;"Page 31/62

version 2.1 | 24-4-2024

  

RoboRail Operator’s manual";I'm sorry, but I cannot view images. However, if you describe the image or share specific elements you see, I can help explain or elaborate on them based on typical components found in a Roborail machine manual.;compositeelement;Operators manual_RoboRail V2.2_170424.pdf;31
eea25e8f548b4a28b5e7b21813f23eec;Front chuck Range mm 25 – 140 102 – 200 Range “ 1 – 5,51 4 – 9,13 Jaws Normal jaws, posi�on 1 Normal jaws, posi�on 2;"The front chuck of the Roborail machine has two different range specifications based on the position of the jaws:

1. **Position 1**: 
   - Range: 25 mm to 140 mm
   - Range in inches: 1 inch to 5.51 inches
   - Jaws: Normal jaws

2. **Position 2**: 
   - Range: 102 mm to 200 mm
   - Range in inches: 4 inches to 9.13 inches
   - Jaws: Normal jaws

Overall, the manual specifies that the chucks can accommodate different sizes depending on the selected jaw position.";table;Operators manual_RoboRail V2.2_170424.pdf;32
4e8abac0b3290952309abf086031923d;Trolley/rear chuck (>> serial number 1930) Range mm Range “ Jaws Standard jaws (A), posi�on 1 (clamp outside) Standard jaws (A), posi�on 2 (clamp outside) Standard jaws (A), posi�on 1 (clamp inside) Second jaws (B), posi�on 1 Second jaws (B), posi�on 2 Second jaws (B), posi�on 3 25 – 117 mm 52 – 156 mm 172 – 200 mm 42 – 145 mm 82 – 185 mm 125 – 225 mm 1 – 4,60 2,04 – 6,14 6,77 – 9,84 1,65 – 5,70 1,65 – 5,70 3,22 – 7,28;"The table from the Roborail machine manual provides specifications for the trolley/rear chuck (serial number greater than 1930), detailing the range of clamping capabilities with different jaw configurations. The ranges for the various jaw positions are as follows:

1. **Standard jaws (A)**:
   - Position 1 (Clamp Outside): 25 – 117 mm
   - Position 2 (Clamp Outside): 52 – 156 mm
   - Position 1 (Clamp Inside): 172 – 200 mm

2. **Second jaws (B)**:
   - Position 1: 42 – 145 mm
   - Position 2: 82 – 185 mm
   - Position 3: 125 – 225 mm

The corresponding measures for each jaw configuration are provided, indicating the range of motion or grip that the jaws can exert in both metric (mm) and imperial (inches) units.";table;Operators manual_RoboRail V2.2_170424.pdf;32
59a5bce46be9232ea5d29c798a776343;Trolley/rear chuck (serial number 1930 >>) Range mm Range “ Jaws Standard jaws (A), posi�on 1 (clamp outside) Standard jaws (A), posi�on 2 (clamp outside) Standard jaws (A), posi�on 1 (clamp inside) Second jaws (B), posi�on 1 Second jaws (B), posi�on 2 25-104 mm 104-195 mm 130-200 mm 36-114 mm 114-210 mm 1 – 4,09 4,09 –7,67 5,11 – 7,87 1,41 – 4,48 4,48 – 8,26;"The table from the Roborail machine manual outlines the range specifications for the trolley/rear chuck (serial number 1930 and higher) and its jaw configurations. 

- Standard jaws (A) in position 1 can clamp objects with a diameter ranging from 25 mm to 104 mm, while in position 2 they can grip items from 104 mm to 195 mm. When clamped inside, their range is from 130 mm to 200 mm.
- Second jaws (B) in position 1 can clamp between 36 mm and 114 mm; in position 2, the range extends from 114 mm to 210 mm.

The corresponding gripping strengths (in kg) for the different ranges are:
- Standard jaws (A), position 1: 1 – 4.09 kg
- Standard jaws (A), position 2: 4.09 – 7.67 kg
- Standard jaws (A), position 1 (inside):";table;Operators manual_RoboRail V2.2_170424.pdf;32
9e3fc9df748a58f93153cc99e16de109;"Page 32/62

version 2.1 | 24-4-2024

  

RoboRail Operator’s manual

Conveyor mode adapter Jaws Range height ” + jaw adapter 0,39 – 2,95 + normal jaw posi�on 1 2,20 – 4,76 Jaws Range width” Normal jaws, posi�on 1 Normal jaws, posi�on 2 Normal jaws, posi�on 3

Front chuck Range height mm";"I apologize, but I can't see images. However, I can certainly help you understand the typical key elements that may be found in a machine manual for a Roborail or similar equipment. Common sections may include:

1. **Overview**: Description of the Roborail machine, its purpose, and applications.

2. **Safety Information**: Key safety precautions and warnings to prevent accidents or injuries during operation.

3. **Specifications**: Technical details such as dimensions, weight, operational limits, and power requirements.

4. **Components Breakdown**: Diagrams labeling the various parts of the machine, such as the rail assembly, control panel, and sensors.

5. **Operating Instructions**: Step-by-step guidance on how to set up and operate the machine, including controls and settings.

6. **Maintenance Procedures**: Information on how to maintain and service the machine, including cleaning, lubricating moving parts, and troubleshooting common issues.

7. **Troubleshooting**: A section dedicated";compositeelement;Operators manual_RoboRail V2.2_170424.pdf;32
2c08b2f0ee218311e4e226b4d464b97f;10 – 75 56 - 121 Range width 140 102 – 232 94 – 305 - –5,51 4,01 – 9,13 3,70 – 12 Rear chuck Range height mm - 53mm 22 – 73mm Range width mm 50 – 117mm 52 – 156mm 91 – 193mm 128 – 232mm 168 – 270mm Range height ” – 2,08 0,86 – 2,87 Range width” 1,96 – 4,60 2,04 – 6,14 3,58 – 7,59 5,03 – 9,13 6,61 – 10,62 Jaws Second jaw (B) posi�on 1 + jaw extension block + ﬁxed jaw Second jaw (B) posi�on 2 + jaw extension block + ﬁxed jaw Jaws Standard jaw (A) posi�on 1 + jaw extended insert A Standard jaw (A) posi�on 2 + jaw extended insert A L-jaws posi�on 1 + jaw extended insert C L-jaws posi�on 2 + jaw extended insert C L-jaws posi�on 3 + jaw extended insert C Rear chuck (serial number 1930 >>) Range height – 43mm – 1,69 43 – 91mm 1,69 – 3,58 59 – 98mm Range width –104mm 104-195mm 88-182mm 182 – 273mm 2,32 – 3.85 – 4.09 4.09 – 7,67 3,46 – 7,16 7,16 – 10,74 Jaws Second jaw (B) posi�on 1+ jaw extension block + ﬁxed jaw Second jaw (B) posi�on 2 + jaw extension block + ﬁxed jaw Second jaw (B) posi�on 1 + ﬁxed jaw Jaws Standard jaw (A) posi�on 1 + jaw extended insert A Standard jaw (A) posi�on 2 + jaw extended insert A L-jaws posi�on 1 L-jaws posi�on 2;"The table from the Roborail machine manual outlines various specifications for the rear chuck and jaw positioning.

**Rear Chuck Specifications:**
- **Range Height:** 
  - Varies from 10 to 75 mm with different metrics (22 – 73 mm, 43 mm, etc.) indicating height adjustments. 
- **Range Width:**
  - Varies from 50 to 273 mm, accommodating various widths for different jaw positions.

**Jaws:**
- **Positions for Standard Jaw (A):** 
  - Two positions with extended inserts that allow for different height and width adjustments (position 1 and position 2).
- **L-Jaws Positions:** 
  - Three positions available with jaw extended insert C, enabling enhanced gripping capabilities.

**Second Jaw (B):**
- Two positions are available with vacuum block and fixed jaw configurations, allowing for additional flexibility in operation.

The table reflects the machine's versatility in accommodating different sizes and configurations through various jaw extensions and adjustment";table;Operators manual_RoboRail V2.2_170424.pdf;33
1702b2a5a850c3903c96b141ff571e02;"Page 33/62

version 2.1 | 24-4-2024

  

RoboRail Operator’s manual

Conveyor mode adapter Bekken Range “ jaw adapter. Side jaws posi�on 1 jaw adapter. Side jaws posi�on 2 jaw adapter. Side jaws posi�on 3

Front Chuck Range mm 50 – 140 102 – 232 200 – 280

1,96 – 4, 01 – 9,13 7,87 – 11,02";"I'm unable to view images directly. However, I can help you identify key elements that are commonly found in a machine manual for a Roborail or similar automated rail systems. Typical elements might include:

1. **Title Page**: Contains the name of the manual, model number, and publication date.

2. **Table of Contents**: Lists sections, topics, and corresponding page numbers for easy navigation.

3. **Safety Information**: Important safety warnings and guidelines to ensure safe operation of the Roborail.

4. **Technical Specifications**: Details on the machine’s dimensions, weight, power requirements, and operational capabilities.

5. **Operating Instructions**: Step-by-step guidance on how to operate the machine, including starting, stopping, and emergency procedures.

6. **Maintenance Guidelines**: Recommendations for routine maintenance, inspection intervals, and troubleshooting tips.

7. **Diagrams and Schematics**: Visual representations of the machine parts, wiring diagrams, or assembly instructions to help users understand";compositeelement;Operators manual_RoboRail V2.2_170424.pdf;33
c75993514a2c54d5bf71e33be663eeaa;Rear chuck (tot project 1930) Range mm Range “ 1,96 – 50 – 117 52 – 156 2,04 – 6.14 91 – 193 3,58 – 7,59 128 – 232 5,03 – 9,13 168 – 270 6,61 – 10,62 Jaws Second jaw (B) top+ jaw extension block + ﬁxed jaw (vertical) Standard jaw (A) side jaws posi�on 1 + jaw extended insert A (horizontal) Second jaw (B) top + jaw extension block + ﬁxed jaw (vertical) Standard jaw (A) side jaws posi�on 2 + jaw extended insert A (horizontal) Second jaw (B) top + jaw extension block + ﬁxed jaw (vertical) L-jaws posi�on 1 + jaw extended insert C (horizontal) Second jaw (B) top + jaw extension block + ﬁxed jaw (vertical) L-jaws posi�on 2 + jaw extended insert C (horizontal) Second jaw (B) top + jaw extension block + ﬁxed jaw (vertical) L-jaws posi�on 3 + jaw extended insert C (horizontal);"The table provides specifications for the rear chuck of a Roborail machine, detailing various configurations and their corresponding range measurements. The ranges are given in millimeters and inches (with several specified ranges), highlighting the chuck's adaptability for different jaw positions and extensions.

1. **Rear Chuck Range (in mm and inches)**: 
   - 1.96 - 50 mm (2.04 - 6.14 in)
   - 52 - 156 mm (91 - 193 in)
   - 3.58 - 7.59 mm (128 - 232 in)
   - 5.03 - 9.13 mm (168 - 270 in)
   - 6.61 - 10.62 mm

2. **Jaw Configurations**:
   - **Second Jaw (B)**: Utilizes a top section with a jaw extension block and a fixed vertical jaw.
   - **Standard Jaw (A)**: Positioned as side jaws with an";table;Operators manual_RoboRail V2.2_170424.pdf;34
f96a8d1f567cace56a3593e9e2948290;Rear chuck (serial number 1930 >>) Range mm -104 Range “ – 104-195 – 88-182 – 182 – 273 – Jaws Second jaw (B) top + jaw extension block + ﬁxed jaw (vertical) Standard jaw (A) posi�on 1 + jaw extended insert A (horizontal) Second jaw (B) top + jaw extension block + ﬁxed jaw (vertical) Standard jaw (A) posi�on 2 + jaw extended insert A (horizontal) Second jaw (B) top + jaw extension block + ﬁxed jaw (vertical) L-jaws posi�on 1 (horizontal) Second jaw (B) top + jaw extension block + ﬁxed jaw (vertical) L-jaws posi�on 2 (horizontal);"The table from the Roborail machine manual outlines the specifications and configurations for the rear chuck with serial number 1930 and its range. The chuck can accommodate various ranges in millimeters: from -104 mm to 195 mm, specifically 88-182 mm and 182-273 mm. 

It details different jaw configurations:
1. Standard jaw (A):
   - Position 1 with horizontal extended insert A
   - Position 2 with horizontal extended insert A
   
2. Second jaw (B):
   - Top configuration with a jaw extension block and a fixed vertical jaw

3. L-jaw configurations:
   - Position 1 (horizontal)
   - Position 2 (horizontal)

These configurations indicate the chuck's versatility in clamping various sizes and shapes during operation.";table;Operators manual_RoboRail V2.2_170424.pdf;34
fc2af3bab7cb5363e42d60e8cbb95c65;"Page 34/62

version 2.1 | 24-4-2024

  

RoboRail Operator’s manual";"I don't have the capability to view images, but I can help you identify common key elements that might be found in a Roborail machine manual. Typically, these would include:

1. **Title Page**: Includes the manual title, machine model, and version.

2. **Table of Contents**: Lists sections and subsections with page numbers.

3. **Safety Instructions**: Important safety precautions and warnings prior to operating the machine.

4. **Specifications**: Technical specifications of the Roborail, including dimensions, power requirements, and operational limits.

5. **Installation Instructions**: Step-by-step guidance on how to set up the machine properly.

6. **Operational Guidelines**: Detailed instructions on how to operate the machine, including controls and features.

7. **Maintenance Procedures**: Guidance on regular maintenance tasks, such as cleaning and part replacement to ensure optimal performance.

8. **Troubleshooting Section**: Common issues and their solutions to help users diagnose and fix problems.";compositeelement;Operators manual_RoboRail V2.2_170424.pdf;34
0f6d6ccb76736da72915e05c31280bc7;Conveyor mode adapter Jaws Range” Jaw adapter. Top jaw posi�on 1, Side jaws posi�on 1 Top jaw posi�on1, Side jaws posi�on 1 Top jaw posi�on 1, Side jaws posi�on 2 Top jaw posi�on 2, Side jaws posi�on 2 Top jaw posi�on 2, Side jaws posi�on 3 Rear chuck Second jaw (B) Top posi�on 1 + jaw extension block + ﬁxed jaw. Side jaws: Standard jaw (A) posi�on 1 + jaw extended insert A Second jaw (B) posi�on 2 + jaw extension block + ﬁxed jaw Side jaws: Standard jaw (A) posi�on 1 + jaw extended insert A Second jaw (B) posi�on 2 + jaw extension block + ﬁxed jaw Side jaws: Standard jaw (A) posi�on 2 + jaw extended insert A Second jaw (B) posi�on 1 + ﬁxed jaw Side jaws: Standard jaw (A) posi�on 1+ jaw extended insert A Second jaw (B) posi�on 1 + ﬁxed jaw Side jaws: Standard jaw (A) 2 + jaw extended insert A Second jaw (B) posi�on 2 + ﬁxed jaw Side jaws: Standard jaw (A) posi�on 2 + jaw extended insert A Second jaw (B) posi�on 2 + ﬁxed jaw Side jaws: Standard jaw (A) posi�on 3 + jaw extended insert A Second jaw (B) posi�on 3 + ﬁxed jaw Side jaws: L-jaws posi�on 2 + jaw extended insert C Second jaw (B) posi�on 3 + ﬁxed jaw Side jaws: L-jaws posi�on 3+ jaw extended insert C Second jaw (B) posi�on 3 + ﬁxed jaw Side jaws: L-jaws posi�on 3;"The table from the Roborail machine manual outlines various configurations for conveyor mode adapters, focusing on jaw positioning and extensions. Here’s a summary of the key points:

1. **Jaw Positions**: There are multiple positions for the top jaw (positions 1 and 2) and side jaws (positions 1, 2, and 3). Each configuration may vary based on the specific demands of the task.

2. **Jaw Extensions and Inserts**: The configurations utilize extensions and inserts, particularly:
   - Standard jaw (A) with extended inserts.
   - Second jaw (B) in conjunction with jaw extensions and fixed jaws.

3. **Compatibility of Jaws**: Various combinations of standard jaws, L-jaws, and additional components are specified for specific tasks, particularly noting different positions for both top and side jaws.

4. **Fixed Jaws**: In most configurations, fixed jaws are mentioned as part of the setup to ensure stability during operation.

Overall, the table helps";table;Operators manual_RoboRail V2.2_170424.pdf;35
af252c9e661582de5e65678824e7d514;"Page 35/62

version 2.1 | 24-4-2024

  

RoboRail Operator’s manual";I'm sorry, but I can't see or analyze images directly. However, I can help you understand typical key elements that might be found in a machine manual for a Roborail or similar equipment. If you describe the image or the content, I can assist you in identifying or explaining those key elements.;compositeelement;Operators manual_RoboRail V2.2_170424.pdf;35
ef2a09475ad3a979f9707074a1f5fda4;Rear chuck Range mm -60mm 60-87mm 61-128mm 84-89mm 84-146mm 136-146 84-135mm 136-200mm (serial number 1930>>) Range “ – 2,36 Second jaw (B) top posi�on 1 + jaw extension block + ﬁxed jaw. Side jaws: Standard jaw (A) posi�on 1 + jaw extended insert A Second jaw (B) posi�on 2 + jaw extension block + ﬁxed jaw Side jaws: Standard ﬁrst jaw (A) posi�on 1 + jaw extended insert A Second jaw (B) posi�on 2 + jaw extension block + ﬁxed jaw Side jaws: Standard jaw (A) posi�on 2 + jaw extended insert A Second jaw (B) posi�on 1 + ﬁxed jaw Side jaws: Standard jaw (A) posi�on 1 + jaw extended insert A Second jaw (B) posi�on 1 + ﬁxed jaw Side jaws: Standard jaw (A) posi�on 2 + jaw extended insert A Second jaw (B) posi�on 2 + ﬁxed jaw Side jaws: Standard jaw (A) posi�on 2 + jaw extended insert A Second jaw (B) posi�on 1 + ﬁxed jaw Side jaws: L-jaws posi�on 1 Second jaw (B) posi�on 2+ ﬁxed jaw Side jaws: L-jaws posi�on 2 2,36 – 3,42 2,40 – 5,03 3,30 – 3,50 3,30 – 5,74 5,35 –5,74 3,30 – 5,31 5,35 – 5,87;"The table from the Roborail machine manual outlines the range of the rear chuck in millimeters, detailing different configurations of both the main and secondary jaws, as well as their positioning and associated range times. It mentions ranges for different measurements, with specific configurations for the first and second jaws, including various extensions and fixed jaws.

Key points include:

- **Rear Chuck Ranges:** The chuck accommodates multiple ranges, including:
  - -60 mm
  - 60-87 mm
  - 61-128 mm
  - 84-89 mm
  - 84-146 mm
  - 136-146 mm
  - 84-135 mm
  - 136-200 mm (for machines with serial number 1930 and above)
  
- **Jaw Configurations:** 
  - The first jaw (A) and the second jaw (B) can be positioned in various ways, including combinations with extension blocks and inserts.
  - Specific configurations such";table;Operators manual_RoboRail V2.2_170424.pdf;36
0f93796f85e0172bf29fffecd95bc3b8;"Page 36/62

version 2.1 | 24-4-2024

  

RoboRail Operator’s manual

8 Inspec�on, tes�ng and maintenance

8.1 Introduc�on

Turn the power “off” when maintenance is being carried out so that nobody can get caught between moving machine parts.";"I'm sorry, but I can't view images directly. However, I can help you identify key elements typically found in a machine manual for a Roborail or similar equipment. Here are some common elements you might find:

1. **Title Page**: Includes the name of the machine, model number, and possibly a version number.

2. **Table of Contents**: Lists sections and topics covered in the manual for easy navigation.

3. **Safety Information**: Important safety guidelines and precautions to ensure safe operation.

4. **Machine Overview**: Description of the Roborail, including its features, components, and intended use.

5. **Technical Specifications**: Details about the machine's dimensions, weight, power requirements, and other technical specifications.

6. **Installation Instructions**: Step-by-step guidance on how to install and set up the Roborail.

7. **Operating Instructions**: Detailed instructions on how to operate the machine, including control panel functions, appropriate settings, and procedures";compositeelement;Operators manual_RoboRail V2.2_170424.pdf;36
fb1675afe16909d56f2f4bca2b1015ec;WARNING! CRUSHING, WEDGING HAZARD Infeed table, trolley, bogies, chuck If you are going to do maintenance turn off the machine so that no one is injured by moving machine parts.;The table includes a warning about a crushing and wedging hazard associated with the infeed table, trolley, bogies, and chuck of the Roborail machine. It emphasizes the importance of turning off the machine before performing maintenance to prevent injuries from moving parts.;table;Operators manual_RoboRail V2.2_170424.pdf;37
f0fbc9f5003b7f39228fe04c2a7187d2;"WARNING! CRUSHING, WEDGING HAZARD Never open the door or enter the cell during cutting! Maintenance mode is ONLY for maintenance, calibration and trouble-shooting purposes! Do not enter the cell during cutting, you could be hit by the moving robot, exposed to heat, UV radiation, fumes, sparks, noise and possibly, laser radiation. You could be drawn in by the conveyor rollers or wedged between the clamps.

CAUTION! ELECTRICAL HAZARD MACHINE PARTS MAY BE LIVE Maintenance only by qualified personnel as described in this manual.

CAUTION! BURNING HAZARD HOT MATERIAL, COMPONENTS, PARTS OR SCRAP The plasma process generates high temperatures. Components of the machine can be very hot. Give components of the machine time to cool down before touching them. Always wear boots and fireproof gloves.";"I'm sorry, but I cannot view or analyze images directly. However, I can help describe common key elements typically found in a machine manual, such as a Roborail machine. These elements may include:

1. **Introduction**: Overview of the Roborail machine, its purpose, and applications.

2. **Safety Information**: Important safety guidelines and precautions to follow while operating the machine.

3. **Parts and Components**: Diagrams or images with labels identifying various parts like the control panel, sensors, motors, and rail components.

4. **Specifications**: Technical specifications such as dimensions, weight, power requirements, and performance capabilities.

5. **Operation Instructions**: Step-by-step guidelines on how to operate the machine, including starting, stopping, and programming tasks.

6. **Maintenance Guidelines**: Recommendations for regular maintenance, troubleshooting common issues, and how to replace parts.

7. **Wiring Diagrams**: Electrical schematics that show wiring configurations and connections.

8";compositeelement;Operators manual_RoboRail V2.2_170424.pdf;37
99dbe09a4627d8a6d374f18b69c25adc;CAUTION! BURNING HAZARD HOT MATERIAL, COMPONENTS, PARTS OR SCRAP The plasma process generates high temperatures. Components of the machine can be very hot. Give components of the machine time to cool down before touching them. Always wear boots and fireproof gloves.;The Roborail machine manual includes a caution regarding burn hazards due to the high temperatures generated by the plasma process. It advises that machine components can become very hot and emphasizes the importance of allowing time for cooling before handling. Users are also instructed to wear boots and fireproof gloves for safety.;table;Operators manual_RoboRail V2.2_170424.pdf;37
0cd1d86c6b9a582e7de08fbdd01f6e76;"8.2 Cleaning and lubrica�on

Make sure cleaning and lubrication is done according to the schedule supplied. It is important to clean the inside of the cell regularly, a buildup of dust and debris will reduce the life-span of some components and may compromise cutting quality.

8.3 Replacing or changing plasma torch parts";"I can't view images directly, but I can help describe potential key elements that might be found in a Roborail machine manual. Generally, a machine manual for something like a Roborail might include the following:

1. **Overview of the Machine**: A brief description of the Roborail’s purpose, features, and specifications.

2. **Safety Instructions**: Important safety precautions to follow while operating the machine to prevent accidents or injuries.

3. **Parts Diagram**: A labeled diagram showing the various components of the Roborail, such as the drive system, control panel, and sensors.

4. **Setup and Installation**: Step-by-step instructions on how to assemble and set up the Roborail for operation.

5. **Operating Instructions**: Guidelines for how to use the machine, including how to start, stop, and control it, along with any settings that can be adjusted.

6. **Maintenance Procedures**: Information on how to care for and maintain the machine";compositeelement;Operators manual_RoboRail V2.2_170424.pdf;37
0645a1982c11cfb8a94c36dd8a414ab9;! ATTENTION! Consult the plasma unit instruction manual for information about changing plasma consumables.;The table emphasizes the importance of referring to the plasma unit instruction manual specifically for guidance on changing plasma consumables.;table;Operators manual_RoboRail V2.2_170424.pdf;37
ae30ba2a7da91b10b12dd97480c26ca7;"Page 37/62

version 2.1 | 24-4-2024

  

RoboRail Operator’s manual

Make sure the Plasma unit power is OFF before changing consumables. • Use the provided tools when replacing torch parts. • Do not tighten parts excessively, they will be heated during cutting, expand and become tighter,

making them difficult to remove.

• When plasma cutting with oxygen it is important to keep the consumable free from grease and oil. Always wear gloves when replacing these consumables, the oils in your skin may cause damage to the consumables or the torch!

8.4 Preven�ve Maintenance

Periodic maintenance is necessary to ensure the reliability and safe operation of the machine. It is very important to keep the machine in perfect condition to: • maintain the high quality of the cutting work • have a minimum of down time • work safely with the machine

The machine has to be cleaned and greased according the periodic grease schedule, in the case of intensive operation according to the number of operating hours.

Plasma Unit and optional Dust collector must be maintained according to the operator’s manual.";I'm sorry, but I can't view images. However, I can help you understand general concepts about Roborail machines or their manuals if you describe the contents or key elements of the image to me. Let me know how I can assist!;compositeelement;Operators manual_RoboRail V2.2_170424.pdf;37
3aad8374c64b521328a7099fd9cf73f5;Grease/lubrification type Nr. HGG part nr Unil Protect SEE NT (5 litre) protection oil I AO1373 Total Ceran XM100 400gr II AO1368 Total Alis SH 2 400gr III AO1367 Hydraulic oil HV-A 32 (5 litre) IV AO1372 ISO VG 220 gearbox oil V AO1374;"The table from the Roborail machine manual lists various lubrication and grease types along with their corresponding part numbers. Here's a summary:

1. **Protection Oil**: 
   - Type: Unil Protect SEE NT 
   - Volume: 5 litres 
   - Part No: AO1373 

2. **Grease Type I**: 
   - Product: Total Ceran XM100 
   - Weight: 400g 
   - Part No: AO1368 

3. **Grease Type II**: 
   - Product: Total Alis SH 2 
   - Weight: 400g 
   - Part No: AO1367 

4. **Hydraulic Oil**: 
   - Type: HV-A 32 
   - Volume: 5 litres 
   - Part No: AO1372 

5. **Gearbox Oil**: 
   - Type: ISO VG 220 
   - Part No: AO1374 

This information";table;Operators manual_RoboRail V2.2_170424.pdf;38
